	tokenized	POS	lex
AR-130-95365	['أصبح', 'الجلوس', 'و', 'التجمع', 'مع', 'الأصدقاء', 'و', 'الأهل', 'من', 'دون', 'أن', 'نمس', 'ك', 'الهواتف', 'ل', 'كي', 'نتصفح', 'وسائل', 'التواصل', 'الاجتماعي', 'مستحيل', 'ل', 'أن', 'ه', 'أصبح', 'جزء', 'مهم', 'من', 'يومنا', '.']	['verb', 'noun', 'conj', 'noun', 'prep', 'noun', 'conj', 'noun', 'prep', 'noun', 'conj_sub', 'verb', 'abbrev', 'noun', 'prep', 'conj', 'verb', 'noun', 'noun', 'adj', 'adj', 'prep', 'conj_sub', 'abbrev', 'verb', 'noun', 'adj', 'prep', 'noun', 'punc']	['أَصْبَح', 'جُلُوس', 'وَ', 'تَجَمُّع', 'مَع', 'صَدِيق', 'وَ', 'أَهْل', 'مِن', 'دُون', 'أَنَّ', 'مَسّ', 'كَ', 'هاتِف', 'لِ', 'كَي', 'تَصَفَّح', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'مُسْتَحِيل', 'لِ', 'أَنَّ', 'ه', 'أَصْبَح', 'جُزْء', 'مُهِمّ', 'مِن', 'يَوْم', '.']
AR-130-95365	['ل', 'هذه', 'الوسائل', 'تأثير', 'سلبي', 'على', 'الأطفال', 'أيضا', 'ليس', 'فقط', 'كبار', 'السن', '.']	['prep', 'pron_dem', 'noun', 'noun', 'adj', 'prep', 'noun', 'noun', 'verb', 'adv', 'noun', 'noun', 'punc']	['لِ', 'هٰذا', 'وَسِيلَة', 'تَأْثِير', 'سَلْبِيّ', 'عَلَى', 'طِفْل', 'أَيْض', 'لَيِس', 'فَقَط', 'كَبِير', 'سِنّ', '.']
AR-130-95365	['أصبحت', 'طفولة', 'هم', 'ملتفة', 'حول', 'هذه', 'البرامج', 'و', 'لم', 'يعودوا', 'يعيشوا', 'طفولة', 'هم', 'مثل', 'الأجيال', 'السابقة', '.']	['verb', 'noun', 'pron', 'adj', 'noun', 'pron_dem', 'noun', 'conj', 'part_neg', 'verb', 'verb', 'noun', 'pron', 'noun', 'noun', 'adj', 'punc']	['أَصْبَح', 'طُفُولَة', 'هُم', 'مُلْتَفّ', 'حَوْل', 'هٰذا', 'بَرْنامَج', 'وَ', 'لَم', 'عاد', 'عاش', 'طُفُولَة', 'هُم', 'مِثْل', 'جِيل', 'سابِق', '.']
AR-130-95365	['قبل', 'ظهور', 'هذه', 'البرامج', 'كانت', 'لدى', 'الأطفال', 'اهتمامات', 'مختلفة', 'مثل', 'اللعب', 'في', 'الحديقة', 'و', 'الخروج', 'إلى', 'الأسواق', 'التجارية', 'و', 'الذهاب', 'إلى', 'الملاهي،', '.']	['noun', 'noun', 'pron_dem', 'noun', 'verb', 'noun', 'noun', 'noun', 'adj', 'noun', 'noun', 'prep', 'noun', 'conj', 'noun', 'prep', 'noun', 'adj', 'conj', 'noun', 'prep', 'noun_prop', 'punc']	['قِبَل', 'ظُهُور', 'هٰذا', 'بَرْنامَج', 'كان', 'لَدَى', 'طِفْل', 'ٱِهْتِمام', 'مُخْتَلِف', 'مِثْل', 'لَعْب', 'فِي', 'حَدِيقَة', 'وَ', 'خُرُوج', 'إِلَى', 'سُوق', 'تِجارِيّ', 'وَ', 'ذَهاب', 'إِلَى', 'الملاهي،', '.']
AR-130-95365	['أما', 'الآن', 'أصبحوا', 'فقط', 'يفكرون', 'ب', 'آخر', 'البرامج', 'المتوفرة', 'و', 'أحدث', 'الالكترونيات', '.']	['part_focus', 'noun', 'verb', 'adv', 'verb', 'abbrev', 'adj', 'noun', 'adj', 'conj', 'noun', 'adj', 'punc']	['أَمّا', 'آن', 'أَصْبَح', 'فَقَط', 'فَكَّر', 'بِ', 'آخَر', 'بَرْنامَج', 'مُتَوَفِّر', 'وَ', 'أَحْدَث', 'إِلِكْترُونِيّ', '.']
AR-130-95365	['ل', 'وسائل', 'التواصل', 'الاجتماعي', 'الكثير', 'من', 'التأثيرات،']	['prep', 'noun', 'noun', 'adj', 'noun', 'prep', 'noun_prop']	['لِ', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'كَثِير', 'مِن', 'التاثيرات،']
AR-130-95365	['من', 'ها', 'الاياجابية', 'و', 'من', 'ها', 'السلبية،']	['prep', 'pron_dem', 'noun_prop', 'conj', 'prep', 'pron_dem', 'noun_prop']	['مِن', 'ها', 'الاياجابيه', 'وَ', 'مِن', 'ها', 'السلبيه،']
AR-130-95365	['لكن', 'إذا', 'استخدمنا', 'ها', 'ب', 'طريقة', 'سليمة', 'لن', 'تأثر', 'على', 'نا', 'ب', 'طريقة', 'سلبية', '.']	['conj', 'conj', 'verb', 'pron_dem', 'abbrev', 'noun', 'noun', 'part_neg', 'noun', 'prep', 'noun_prop', 'abbrev', 'noun', 'adj', 'punc']	['لٰكِنَّ', 'إِذا', 'ٱِسْتَخْدَم', 'ها', 'بِ', 'طَرِيقَة', 'سَلِيم', 'لَن', 'تَأَثُّر', 'عَلَى', 'نا', 'بِ', 'طَرِيقَة', 'سَلْبِيّ', '.']
AR-130-189349	['وسائل', 'التواصل', 'الاجتماعي', 'تأثر', 'كثيرا', 'على', 'الفرد', 'و', 'المجتمع', 'تأثيرات', 'سلبية', 'من', 'ها', 'قد', 'تلهى', 'الفرد', 'عن', 'أشغال', 'ه', 'و', 'المراهقون', 'قد', 'تلهي', 'هم', 'عن', 'دراسة', 'هم', 'و', 'عدم', 'قدرة', 'هم', 'على', 'النوم', 'ب', 'شكل', 'كافي', 'و', 'عدم', 'القدرة', 'على', 'التركيز', 'في', 'الدراسة', 'و', 'أيضا', 'البالغين', 'لا', 'يمكن', 'هم', 'أن', 'يكملو', 'يوم', 'هم', 'ب', 'سبب', 'الإجهاد', 'و', 'السهر', 'من', 'مواقع', 'التواصل', 'الاجتماعي', 'و', 'ل', 'ذلك', 'n', 'الإنترنت', 'في', 'كل', 'عام', 'ينزلون', 'تطبيقا', 'جديدا', 'لتواصلل', 'الاجتماعي', 'بين', 'الأفراد', 'و', 'يستخدمون', 'ه', 'بلا', 'شك', 'و', 'ذلك', 'أيضا', 'يأثر', 'على', 'حياة', 'هم', 'العائلية', 'أيضا', 'ف', 'قد', 'لا', 'يجدون', 'وقت', 'كافي', 'ل', 'الجلوس', 'مع', 'عائلة', 'هم', 'و', 'أصدقاء', 'هم', 'و', 'أيضا', 'صحة', 'هم', 'قد', 'تتدهور', 'ب', 'سبب', 'انشغال', 'هم', 'طيلة', 'ساعات', 'طويلة', 'في', 'قضاء', 'وقت', 'هم', 'و', 'أيضا', 'من', 'أشهر', 'الأمراض', 'التي', 'قد', 'يصاب', 'ب', 'ها', 'الفرد', 'إذا', 'قضاء', 'أكثر', 'من', 'أربع', 'ساعات', 'في', 'استخدام', 'مواقع', 'التواصل', 'الأم', 'الرقبة', 'و', 'الظهر', 'و', 'الأرق', 'و', 'عدم', 'القدرة', 'على', 'الاتزان', 'في', 'حياة', 'ه', 'ب', 'سبب', 'شاشات', 'الاكترونيات', 'و', 'الجلوس', 'مدة', 'طويلة', 'في', 'نفس', 'الوضعية', 'دون', 'حركة', 'و', 'قد', 'تسبب', 'وساىل', 'التواصل', 'الاجتماعي', 'الانعزال', 'الشعوري', 'عن', 'المجتمع', 'و', 'أيضا', 'هناك', 'فوائد', 'ل', 'استخدام', 'مواقع', 'التواصل', 'الاجتماعي', 'هي', 'تبادل', 'الخبرات', 'الحياتية', 'و', 'اكتساب', 'معلومات', 'هامة', 'و', 'جديدة', 'و', 'اكتساب', 'مهارات', 'جديدة', 'ل', 'الإبداع', 'و', 'في', 'الختام', 'وساىل', 'التواصل', 'الاجتماعي', 'هي', 'منجزات', 'عظيمة', 'و', 'الإنسان', 'هو', 'الذي', 'يملك', 'القدرة', 'على', 'الاستفادة', 'من', 'ها', 'أو', 'سبل', 'توق', 'ي', 'من', 'خطر', 'ها', 'علية', 'و', 'هنا', 'على', 'نا', 'تقديم', 'النصح', 'و', 'التوعية', 'للمراهيقن', 'و', 'الأطفال', 'كي', 'لا', 'يقعون', 'n', 'فخ', 'في', 'مواقع', 'التواصل', 'الاجتماعي']	['noun', 'noun', 'adj', 'noun', 'adv', 'prep', 'noun', 'conj', 'noun', 'noun', 'adj', 'prep', 'pron_dem', 'part_verb', 'verb', 'noun', 'prep', 'noun', 'abbrev', 'conj', 'noun', 'part_verb', 'verb', 'pron', 'prep', 'noun', 'pron', 'conj', 'noun', 'noun', 'pron', 'prep', 'noun', 'abbrev', 'noun', 'adj', 'conj', 'noun', 'noun', 'prep', 'noun', 'prep', 'noun', 'conj', 'noun', 'adj', 'part_neg', 'verb', 'pron', 'conj_sub', 'noun_prop', 'noun', 'pron', 'abbrev', 'noun', 'noun', 'conj', 'noun', 'prep', 'noun', 'noun', 'adj', 'conj', 'prep', 'pron_dem', 'noun', 'noun_prop', 'prep', 'noun', 'noun', 'verb', 'noun', 'adj', 'noun_prop', 'adj', 'noun', 'noun', 'conj', 'verb', 'abbrev', 'prep', 'noun', 'conj', 'pron_dem', 'noun', 'verb', 'prep', 'noun', 'pron', 'adj', 'noun', 'abbrev', 'part_verb', 'part_neg', 'verb', 'noun', 'adj', 'prep', 'noun', 'prep', 'noun', 'pron', 'conj', 'noun', 'pron', 'conj', 'noun', 'noun', 'pron', 'part_verb', 'verb', 'abbrev', 'noun', 'noun', 'pron', 'prep', 'noun', 'adj', 'prep', 'noun', 'noun', 'pron', 'conj', 'noun', 'prep', 'noun', 'noun', 'pron_rel', 'part_verb', 'verb', 'abbrev', 'pron_dem', 'noun', 'conj', 'noun', 'adj', 'prep', 'noun_prop', 'noun', 'prep', 'noun', 'noun', 'noun', 'noun', 'noun', 'conj', 'noun', 'conj', 'noun', 'conj', 'noun', 'noun', 'prep', 'noun', 'prep', 'noun', 'abbrev', 'abbrev', 'noun', 'noun', 'noun_prop', 'conj', 'noun', 'noun', 'adj', 'prep', 'noun', 'adj', 'noun', 'noun', 'conj', 'part_verb', 'verb', 'noun_prop', 'noun', 'adj', 'noun', 'adj', 'prep', 'noun', 'conj', 'noun', 'adv', 'noun', 'prep', 'noun', 'noun', 'noun', 'adj', 'pron', 'noun', 'noun', 'adj', 'conj', 'noun', 'noun', 'adj', 'conj', 'adj', 'conj', 'noun', 'noun', 'adj', 'prep', 'noun', 'conj', 'prep', 'noun', 'noun_prop', 'noun', 'adj', 'pron', 'noun', 'adj', 'conj', 'noun', 'pron', 'pron_rel', 'verb', 'noun', 'prep', 'noun', 'prep', 'pron_dem', 'conj', 'noun', 'noun', 'abbrev', 'prep', 'noun', 'pron_dem', 'noun', 'conj', 'adv', 'prep', 'noun_prop', 'noun', 'noun', 'conj', 'noun', 'noun_prop', 'conj', 'noun', 'conj', 'part_neg', 'verb', 'noun', 'noun', 'prep', 'noun', 'noun', 'adj']	['وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'تَأَثُّر', 'كَثِير', 'عَلَى', 'فَرْد', 'وَ', 'مُجْتَمَع', 'تَأْثِير', 'سَلْبِيّ', 'مِن', 'ها', 'قَدْ', 'لَها', 'فَرْد', 'عَن', 'شُغْل', 'ه', 'وَ', 'مُراهِق', 'قَدْ', 'لَها', 'هُم', 'عَن', 'دِراسَة', 'هُم', 'وَ', 'عَدَم', 'قُدْرَة', 'هُم', 'عَلَى', 'نَوْم', 'بِ', 'شَكْل', 'كافِي', 'وَ', 'عَدَم', 'قُدْرَة', 'عَلَى', 'تَرْكِيز', 'فِي', 'دِراسَة', 'وَ', 'أَيْض', 'بالِغ', 'لا', 'أَمْكَن', 'هُم', 'أَنَّ', 'يكملو', 'يَوْم', 'هُم', 'بِ', 'سَبَب', 'إِجْهاد', 'وَ', 'سَهَر', 'مِن', 'مَوْقِع', 'تَواصُل', 'ٱِجْتِماعِيّ', 'وَ', 'لِ', 'ذٰلِكَ', 'n', 'إِنْتِرْنِت', 'فِي', 'كُلّ', 'عام', 'نَزَل', 'تَطْبِيق', 'جَدِيد', 'لتواصلل', 'ٱِجْتِماعِيّ', 'بَيِّن', 'فَرْد', 'وَ', 'ٱِسْتَخْدَم', 'ه', 'بِلا', 'شَكّ', 'وَ', 'ذٰلِكَ', 'أَيْض', 'أَثَر', 'عَلَى', 'حَياة', 'هُم', 'عائِلِيّ', 'أَيْض', 'فَ', 'قَدْ', 'لا', 'وَجَد', 'وَقْت', 'كافِي', 'لِ', 'جُلُوس', 'مَع', 'عائِلَة', 'هُم', 'وَ', 'صَدِيق', 'هُم', 'وَ', 'أَيْض', 'صِحَّة', 'هُم', 'قَدْ', 'تَدَهْوَر', 'بِ', 'سَبَب', 'ٱِنْشِغال', 'هُم', 'طِيلَةَ', 'ساعَة', 'طَوِيل', 'فِي', 'قَضاء', 'وَقْت', 'هُم', 'وَ', 'أَيْض', 'مِن', 'شَهْر', 'مَرَض', 'الَّذِي', 'قَدْ', 'أَصاب', 'بِ', 'ها', 'فَرْد', 'إِذا', 'قَضاء', 'أَكْثَر', 'مِن', 'أَرْبَع', 'ساعَة', 'فِي', 'ٱِسْتِخْدام', 'مَوْقِع', 'تَواصُل', 'أُمّ', 'رَقَبَة', 'وَ', 'ظُهْر', 'وَ', 'أَرَق', 'وَ', 'عَدَم', 'قُدْرَة', 'عَلَى', 'ٱِتِّزان', 'فِي', 'حَياة', 'ه', 'بِ', 'سَبَب', 'شاشَة', 'الاكترونيات', 'وَ', 'جُلُوس', 'مُدَّة', 'طَوِيل', 'فِي', 'نَفْس', 'وَضْعِيّ', 'دُون', 'حَرَكَة', 'وَ', 'قَدْ', 'تَسَبَّب', 'وسايل', 'تَواصُل', 'ٱِجْتِماعِيّ', 'ٱِنْعِزال', 'شُعُورِيّ', 'عَن', 'مُجْتَمَع', 'وَ', 'أَيْض', 'هُناكَ', 'فائِدَة', 'لِ', 'ٱِسْتِخْدام', 'مَوْقِع', 'تَواصُل', 'ٱِجْتِماعِيّ', 'هِيَ', 'تَبادُل', 'خِبْرَة', 'حَياتِيّ', 'وَ', 'ٱِكْتِساب', 'مَعْلُومَة', 'هامّ', 'وَ', 'جَدِيد', 'وَ', 'ٱِكْتِساب', 'مَهارَة', 'جَدِيد', 'لِ', 'إِبْداع', 'وَ', 'فِي', 'خِتام', 'وسايل', 'تَواصُل', 'ٱِجْتِماعِيّ', 'هِيَ', 'مُنْجَز', 'عَظِيم', 'وَ', 'إِنْسان', 'هُوَ', 'الَّذِي', 'مَلَك', 'قُدْرَة', 'عَلَى', 'ٱِسْتِفادَة', 'مِن', 'ها', 'أَو', 'سَبِيل', 'تَوْق', 'ي', 'مِن', 'خَطَر', 'ها', 'عِلْيَة', 'وَ', 'هُنا', 'عَلَى', 'نا', 'تَقْدِيم', 'نَصْح', 'وَ', 'تَوْعِيَة', 'للمراهيقن', 'وَ', 'طِفْل', 'كَي', 'لا', 'وَقَع', 'n', 'فَخّ', 'فِي', 'مَوْقِع', 'تَواصُل', 'ٱِجْتِماعِيّ']
AR-130-192582	['وسائل', 'التواصل', 'الاجتماعي،اسهل', 'و', 'أسرع', 'وسيلة', 'ل', 'التواصل', 'ل', 'الأصدقاء', 'و', 'الاهل', '.']	['noun', 'noun', 'noun_prop', 'conj', 'noun', 'noun', 'prep', 'noun', 'prep', 'noun', 'conj', 'noun', 'punc']	['وَسِيلَة', 'تَواصُل', 'الاجتماعي،اسهل', 'وَ', 'أَسْرَع', 'وَسِيلَة', 'لِ', 'تَواصُل', 'لِ', 'صَدِيق', 'وَ', 'أَهْل', '.']
AR-130-192582	['و', 'يمكن', 'n', 'نشر', 'في', 'ها', 'الصور', 'و', 'الفيديوات،ولكن', 'n', 'ل', 'ها', 'تأثيرات', 'على', 'المجتمع', 'و', 'الإنسان', 'عند', 'ها', 'يستخدم', 'ه', 'ب', 'طريق', 'ه', 'خاطئة', 'في', 'نشر', 'الصورة', 'الخاطئة', 'و', 'استعمال', 'الوسائل', 'ب', 'طريق', 'ه', 'مؤذية', 'ل', 'الآخرين', 'و', 'أيضا', 'استعاملها', 'ب', 'كثرة', 'و', 'ل', 'ساعات', 'طويله', '.']	['conj', 'verb', 'noun', 'noun', 'prep', 'pron_dem', 'noun', 'conj', 'noun_prop', 'noun', 'prep', 'pron_dem', 'noun', 'prep', 'noun', 'conj', 'noun', 'noun', 'pron_dem', 'verb', 'abbrev', 'abbrev', 'noun', 'abbrev', 'adj', 'prep', 'noun', 'noun', 'adj', 'conj', 'noun', 'noun', 'abbrev', 'noun', 'abbrev', 'noun', 'prep', 'adj', 'conj', 'noun', 'noun_prop', 'abbrev', 'noun', 'conj', 'prep', 'noun', 'adj', 'punc']	['وَ', 'أَمْكَن', 'n', 'نَشْر', 'فِي', 'ها', 'صُورَة', 'وَ', 'الفيديوات،ولكن', 'n', 'لِ', 'ها', 'تَأْثِير', 'عَلَى', 'مُجْتَمَع', 'وَ', 'إِنْسان', 'عِنْد', 'ها', 'ٱِسْتَخْدَم', 'ه', 'بِ', 'طَرِيق', 'ه', 'خاطِئ', 'فِي', 'نَشْر', 'صُورَة', 'خاطِئ', 'وَ', 'ٱِسْتِعْمال', 'وَسِيلَة', 'بِ', 'طَرِيق', 'ه', 'مُؤْذِي', 'لِ', 'آخَر', 'وَ', 'أَيْض', 'استعاملها', 'بِ', 'كَثْرَة', 'وَ', 'لِ', 'ساعَة', 'طَوِيل', '.']
AR-130-192654	['نشهد', 'هذه', 'الأيام', 'تطور', 'كبيرا', 'في', 'جيمع', 'المجتمعات', 'و', 'الدول', 'من', 'ها', 'السلبية', 'و', 'الإيجابية', 'على', 'الفرد', 'و', 'المجتمع', 'كوساىل', 'التواصل', 'الاجتماعي', '.']	['verb', 'pron_dem', 'noun', 'noun', 'adj', 'prep', 'noun_prop', 'noun', 'conj', 'noun', 'prep', 'pron_dem', 'adj', 'conj', 'adj', 'prep', 'noun', 'conj', 'noun', 'noun_prop', 'noun', 'adj', 'punc']	['شَهِد', 'هٰذا', 'يَوْم', 'تَطَوُّر', 'كَبِير', 'فِي', 'جيمع', 'مُجْتَمَع', 'وَ', 'دَوْلَة', 'مِن', 'ها', 'سَلْبِيّ', 'وَ', 'إِيجابِيّ', 'عَلَى', 'فَرْد', 'وَ', 'مُجْتَمَع', 'كوسايل', 'تَواصُل', 'ٱِجْتِماعِيّ', '.']
AR-130-192654	['لوساىل', 'التواصل', 'الاجتماعي', 'آثر', 'كبير', 'على', 'الفرد', 'ف', 'اليوم', 'أصبح', 'الفرد', 'يتكاسل', 'عن', 'أداء', 'المهمات', 'كما', 'قد', 'يصاب', 'الفرد', 'ب', 'أضرار', 'جسدي', 'ه', 'قد', 'تستمر', 'مع', 'ه', 'مدى', 'الحياة', 'مثل', 'آلام', 'الظهر', 'و', 'ضعف', 'النظر', 'و', 'انحناء', 'الرقبة', 'و', 'ل', 'أكن', 'n', 'لايدرك', 'المرء', 'تلك', 'الأضرار', 'إلا', 'وقت', 'حدوثها.آما', 'n', 'ب', 'النسبة', 'ل', 'المجتمع', 'ف', 'قد', 'أصبح', 'الناس', 'أقل', 'تواصلا', 'بالنشبة', 'ل', 'التجمعات', 'ف', 'أصبحوا', 'يروون', 'أن', 'ه', 'من', 'الأفضل', 'التحدث', 'عبر', 'الهاتف', 'و', 'لا', 'يقضون', 'الوقت', 'في', 'الجلوس', 'مع', 'عاىلتهم', 'و', 'هذا', 'قد', 'يؤثر', 'سلبا', 'على', 'المجتمع.أما', 'n', 'ب', 'النسبة', 'ل', 'فوائد', 'وسائل', 'التواصل', 'الاجتماعي', 'أن', 'ها', 'تسهل', 'على', 'الفرد', 'الحرية', 'ب', 'التعبير', 'عن', 'نفس', 'ه', 'و', 'كل', 'n', 'مايجول', 'ب', 'خاطر', 'ه', 'و', 'ب', 'النسبة', 'ل', 'المجتمع', 'أن', 'الوسائل', 'قد', 'طورت', 'العلاقات', 'بين', 'المجتمعات', 'المختلفة', 'ف', 'أصبح', 'الناس', 'يكونون', 'علاقات', 'الصداقة', 'و', 'غير', 'ها', 'مع', 'الأشخاص', 'من', 'الدور', 'الأخرى', 'من', 'ما', 'يؤدي', 'ل', 'تقوية', 'الروابط', 'الاجتماعية', '.']	['noun_prop', 'noun', 'adj', 'verb', 'adj', 'prep', 'noun', 'abbrev', 'noun', 'verb', 'noun', 'verb', 'prep', 'noun', 'noun', 'conj', 'part_verb', 'verb', 'noun', 'abbrev', 'noun', 'noun', 'abbrev', 'part_verb', 'verb', 'prep', 'abbrev', 'noun', 'noun', 'noun', 'noun', 'noun', 'conj', 'noun', 'noun', 'conj', 'noun', 'noun', 'conj', 'prep', 'verb', 'noun', 'noun_prop', 'noun', 'pron_dem', 'noun', 'part', 'noun', 'noun_prop', 'noun', 'abbrev', 'noun', 'prep', 'noun', 'abbrev', 'part_verb', 'verb', 'noun', 'noun', 'verb', 'noun_prop', 'prep', 'noun', 'abbrev', 'verb', 'verb', 'conj_sub', 'abbrev', 'prep', 'adj', 'noun', 'noun', 'noun', 'conj', 'part_neg', 'verb', 'noun', 'prep', 'noun', 'prep', 'noun_prop', 'conj', 'pron_dem', 'part_verb', 'verb', 'noun', 'prep', 'noun_prop', 'noun', 'abbrev', 'noun', 'prep', 'noun', 'noun', 'noun', 'adj', 'conj_sub', 'pron_dem', 'verb', 'prep', 'noun', 'noun', 'abbrev', 'noun', 'prep', 'noun', 'abbrev', 'conj', 'noun', 'noun', 'noun_prop', 'abbrev', 'noun', 'abbrev', 'conj', 'abbrev', 'noun', 'prep', 'noun', 'conj_sub', 'noun', 'part_verb', 'verb', 'noun', 'noun', 'noun', 'adj', 'abbrev', 'verb', 'noun', 'verb', 'noun', 'noun', 'conj', 'noun', 'pron_dem', 'prep', 'noun', 'prep', 'noun', 'adj', 'prep', 'pron_rel', 'verb', 'prep', 'noun', 'noun', 'adj', 'punc']	['لوسايل', 'تَواصُل', 'ٱِجْتِماعِيّ', 'آثَر', 'كَبِير', 'عَلَى', 'فَرْد', 'فَ', 'يَوْم', 'أَصْبَح', 'فَرْد', 'تَكاسَل', 'عَن', 'أَداء', 'مُهِمَّة', 'كَما', 'قَدْ', 'أَصاب', 'فَرْد', 'بِ', 'ضَرَر', 'جَسَد', 'ه', 'قَدْ', 'ٱِسْتَمَرّ', 'مَع', 'ه', 'مَدَى', 'حَياة', 'مِثْل', 'أَلَم', 'ظُهْر', 'وَ', 'ضُعْف', 'نَظَر', 'وَ', 'ٱِنْحِناء', 'رَقَبَة', 'وَ', 'لِ', 'كان', 'n', 'لايدرك', 'مَرْء', 'ذٰلِكَ', 'ضَرَر', 'إِلّا', 'وَقْت', 'حدوثها.اما', 'n', 'بِ', 'نِسْبَة', 'لِ', 'مُجْتَمَع', 'فَ', 'قَدْ', 'أَصْبَح', 'ناس', 'أَقَلّ', 'واصَل', 'بالنشبه', 'لِ', 'تَجَمُّع', 'فَ', 'أَصْبَح', 'رَوَى', 'أَنَّ', 'ه', 'مِن', 'أَفْضَل', 'تَحَدُّث', 'عَبْر', 'هاتِف', 'وَ', 'لا', 'قَضَى', 'وَقْت', 'فِي', 'جُلُوس', 'مَع', 'عايلتهم', 'وَ', 'هٰذا', 'قَدْ', 'أَثَّر', 'سَلْب', 'عَلَى', 'المجتمع.اما', 'n', 'بِ', 'نِسْبَة', 'لِ', 'فائِدَة', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'أَنَّ', 'ها', 'سَهَّل', 'عَلَى', 'فَرْد', 'حُرِّيَّة', 'بِ', 'تَعْبِير', 'عَن', 'نَفْس', 'ه', 'وَ', 'كُلّ', 'n', 'مايجول', 'بِ', 'خاطِر', 'ه', 'وَ', 'بِ', 'نِسْبَة', 'لِ', 'مُجْتَمَع', 'أَنَّ', 'وَسِيلَة', 'قَدْ', 'طَوَّر', 'عَلاقَة', 'بَيِّن', 'مُجْتَمَع', 'مُخْتَلِف', 'فَ', 'أَصْبَح', 'ناس', 'كان', 'عَلاقَة', 'صَداقَة', 'وَ', 'غَيْر', 'ها', 'مَع', 'شَخْص', 'مِن', 'دَوْر', 'أُخْرَى', 'مِن', 'ما', 'أَدَّى', 'لِ', 'تَقْوِيَة', 'رابِطَة', 'ٱِجْتِماعِيّ', '.']
AR-130-99201	['أصبح', 'العديد', 'من', 'الناس', 'يستخدم', 'وسائل', 'التواصل', 'الاجتماعي', 'ب', 'شكل', 'مفرط', 'ف', 'من', 'هم', 'من', 'يستخدم', 'ها', 'دون', 'هدف', 'و', 'من', 'هم', 'من', 'يستخدم', 'ها', 'ل', 'التجارة', 'و', 'لكن', 'ل', 'نتحدث', 'عن', 'اللذين', 'يستخدمون', 'ها', 'دون', 'هدف', 'ل', 'ما', 'ذلك،']	['verb', 'adj', 'prep', 'noun', 'verb', 'noun', 'noun', 'adj', 'abbrev', 'noun', 'adj', 'abbrev', 'prep', 'pron', 'prep', 'verb', 'pron_dem', 'noun', 'noun', 'conj', 'prep', 'pron', 'prep', 'verb', 'pron_dem', 'prep', 'noun', 'conj', 'conj', 'prep', 'verb', 'prep', 'pron_rel', 'verb', 'pron_dem', 'noun', 'noun', 'prep', 'pron_rel', 'noun_prop']	['أَصْبَح', 'عَدِيد', 'مِن', 'ناس', 'ٱِسْتَخْدَم', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'بِ', 'شَكْل', 'مُفْرِط', 'فَ', 'مِن', 'هُم', 'مِن', 'ٱِسْتَخْدَم', 'ها', 'دُون', 'هَدَف', 'وَ', 'مِن', 'هُم', 'مِن', 'ٱِسْتَخْدَم', 'ها', 'لِ', 'تِجارَة', 'وَ', 'لٰكِنَّ', 'لِ', 'تَحَدَّث', 'عَن', 'الَّذِي', 'ٱِسْتَخْدَم', 'ها', 'دُون', 'هَدَف', 'لِ', 'ما', 'ذلك،']
AR-130-99201	['هذا', 'فقط', 'ل', 'تضييع', 'وقت', 'الفراغ', 'في', 'ب', 'عض', 'الأمور', 'و', 'من', 'هم', 'من', 'يتعارف', 'على', 'ثقافات', 'دول', 'أخرى', 'لكن', 'أن', 'تركنا', 'ذلك', 'قليلا', 'س', 'نكتشف', 'أن', 'هناك', 'الكثير', 'من', 'الأشياء', 'تحدث', 'n', 'ف', 'الواقع', 'دون', 'أن', 'نلاحظها،']	['pron_dem', 'adv', 'prep', 'noun', 'noun', 'noun', 'prep', 'abbrev', 'verb', 'noun', 'conj', 'prep', 'pron', 'prep', 'verb', 'prep', 'noun', 'noun', 'adj', 'conj', 'conj_sub', 'verb', 'pron_dem', 'adj', 'abbrev', 'verb', 'conj_sub', 'adv', 'noun', 'prep', 'noun', 'verb', 'noun', 'abbrev', 'noun', 'noun', 'conj_sub', 'noun_prop']	['هٰذا', 'فَقَط', 'لِ', 'تَضْيِيع', 'وَقْت', 'فَراغ', 'فِي', 'بِ', 'عَضّ', 'أَمْر', 'وَ', 'مِن', 'هُم', 'مِن', 'تَعارَف', 'عَلَى', 'ثَقافَة', 'دَوْلَة', 'أُخْرَى', 'لٰكِنَّ', 'أَنَّ', 'تَرَك', 'ذٰلِكَ', 'قَلِيل', 'س', 'ٱِكْتَشَف', 'أَنَّ', 'هُناكَ', 'كَثِير', 'مِن', 'شَيْء', 'تَحَدَّث', 'n', 'فَ', 'واقِع', 'دُون', 'أَنَّ', 'نلاحظها،']
